Campaign_ID,Duration,Campaign_Channel,Conversion_Rate,Campaign_Cost,ROMI,Country,Clicks,Impressions,StartDate,Target_Gender,Target_Age,Product_ID,Campaign_Channel_ID,Country_code,Product,Product Subcategory,Product Category,Price (USD),Population,GDP,Revenue,CTR,CPC
16629,60,Google Ads,0.05,1200.0,3.2933333333333334,Germany,497.0,8336.0,2023-07-11,Women,35-44,41,3,DE,Bucket Hat,Headwear,Accessories,32,83.2,3862,5152.0,0.059620921305182345,2.414486921529175
16665,45,YouTube,0.24,800.0,0.875,South Africa,582.0,6718.0,2023-02-19,Men,25-34,20,5,ZA,Track pants,Pants,Clothing,100,60.61,351,1500.0,0.08663292646621018,1.3745704467353952
16674,15,YouTube,0.2,3100.0,1.8306451612903225,South Africa,311.0,7820.0,2021-03-23,Men,25-34,40,5,ZA,Golf Cap,Headwear,Accessories,25,60.61,351,8775.0,0.03976982097186701,9.967845659163988
16685,60,YouTube,0.19,3100.0,1.25,France,1086.0,14707.0,2022-09-13,Men,25-34,38,5,FR,Crossbody Bag,Bags,Accessories,45,67.75,2716,6975.0,0.07384238797851363,2.85451197053407
16692,45,Website,0.02,400.0,2.5,South Africa,127.0,1577.0,2023-03-04,Men,18-24,48,1,ZA,Rebel Casual,Watches,Accessories,200,60.61,351,1400.0,0.08053265694356374,3.1496062992125986
16712,60,Website,0.08,800.0,2.0,United Kingdom,261.0,9624.0,2022-10-21,Men,25-34,40,1,UK,Golf Cap,Headwear,Accessories,25,67.33,2831,2400.0,0.027119700748129676,3.0651340996168583
16713,15,Google Ads,0.06,200.0,0.5,South Africa,299.0,2313.0,2022-04-06,Men,18-24,9,3,ZA,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,60.61,351,300.0,0.12926934716817987,0.6688963210702341
16720,60,YouTube,0.18,900.0,1.8333333333333333,Spain,516.0,6856.0,2023-10-12,All,All,47,5,SP,Rebel Sport,Watches,Accessories,150,47.42,1394,2550.0,0.07526254375729288,1.744186046511628
16732,30,Instagram,0.13,3000.0,3.1,United Kingdom,690.0,5785.0,2021-11-02,Men,25-34,47,2,UK,Rebel Sport,Watches,Accessories,150,67.33,2831,12300.0,0.11927398444252377,4.3478260869565215
16738,15,YouTube,0.2,4300.0,2.6069767441860465,France,717.0,14725.0,2021-11-26,Women,35-44,35,5,FR,Rebel Pro,Tennis Shoes,Shoes,110,67.75,2716,15510.0,0.04869269949066214,5.99721059972106
16739,45,Email,0.11,1200.0,2.075,Germany,517.0,7528.0,2021-11-19,Women,35-44,42,4,DE,Beanie,Headwear,Accessories,30,83.2,3862,3690.0,0.0686769394261424,2.3210831721470018
16742,15,Google Ads,0.11,500.0,1.1,South Africa,304.0,3373.0,2022-05-15,Men,25-34,9,3,ZA,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,60.61,351,1050.0,0.09012748295286095,1.644736842105263
16745,30,Facebook,0.01,1700.0,3.014705882352941,Germany,568.0,9232.0,2022-11-23,All,All,31,6,DE,Rebel Legend,Soccer Shoes,Shoes,175,83.2,3862,6825.0,0.06152512998266898,2.992957746478873
16763,30,Email,0.01,3100.0,2.3548387096774195,Germany,1458.0,11741.0,2021-12-28,Women,35-44,48,4,DE,Rebel Casual,Watches,Accessories,200,83.2,3862,10400.0,0.12418022314964654,2.1262002743484225
16764,45,Google Ads,0.11,600.0,0.8,South Africa,210.0,2670.0,2021-06-13,Women,35-44,30,3,ZA,Rebel Boost,Basketball Shoes,Shoes,180,60.61,351,1080.0,0.07865168539325842,2.857142857142857
16793,60,YouTube,0.16,1800.0,0.9166666666666666,Spain,396.0,5067.0,2021-01-29,All,All,13,5,SP,No-Show Socks,Socks,Clothing,10,47.42,1394,3450.0,0.07815275310834814,4.545454545454546
16808,60,Website,0.05,1300.0,1.1,United Kingdom,399.0,4256.0,2022-01-02,Men,25-34,37,1,UK,Duffel Bag,Bags,Accessories,210,67.33,2831,2730.0,0.09375,3.2581453634085213
16825,30,Facebook,0.11,800.0,2.575,South Africa,298.0,7245.0,2021-08-05,All,All,23,6,ZA,Rebel Club,Lifestyle Shoes,Shoes,130,60.61,351,2860.0,0.04113181504485852,2.684563758389262
16835,45,Instagram,0.07,800.0,3.0,South Africa,416.0,2845.0,2022-08-25,All,All,27,2,ZA,Rebel Razor,Running Shoes,Shoes,100,60.61,351,3200.0,0.1462214411247803,1.9230769230769231
16840,45,Google Ads,0.01,1100.0,3.4545454545454546,Germany,927.0,11416.0,2022-02-11,Men,25-34,27,3,DE,Rebel Razor,Running Shoes,Shoes,100,83.2,3862,4900.0,0.08120182200420463,1.186623516720604
16841,30,Google Ads,0.11,3600.0,1.0055555555555555,Germany,844.0,10981.0,2022-02-20,Women,35-44,24,3,DE,Rebel Vision,Lifestyle Shoes,Shoes,95,83.2,3862,7220.0,0.07686003096257171,4.265402843601896
16849,45,Google Ads,0.11,4400.0,3.2954545454545454,Germany,976.0,6842.0,2023-02-07,Women,25-34,38,3,DE,Crossbody Bag,Bags,Accessories,45,83.2,3862,18900.0,0.14264834843612978,4.508196721311475
16856,60,Website,0.05,1100.0,1.1363636363636365,Spain,435.0,3507.0,2021-03-21,All,All,9,1,SP,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,47.42,1394,2350.0,0.12403763900769889,2.528735632183908
16859,30,Website,0.14,2200.0,0.8909090909090909,United Kingdom,517.0,5695.0,2021-03-21,Men,25-34,5,1,UK,Puffer Jacket,Jackets,Clothing,130,67.33,2831,4160.0,0.09078138718173837,4.25531914893617
16860,30,Google Ads,0.03,900.0,3.2666666666666666,United Kingdom,544.0,5210.0,2022-03-22,Women,35-44,32,3,UK,Rebel Fly,Soccer Shoes,Shoes,120,67.33,2831,3840.0,0.10441458733205375,1.6544117647058822
16866,15,Facebook,0.11,1300.0,1.5,South Africa,410.0,4405.0,2022-09-30,Women,35-44,46,6,ZA,Rebel Glow,Sunglasses,Accessories,125,60.61,351,3250.0,0.09307604994324631,3.1707317073170733
16871,60,Email,0.12,2000.0,0.8,United Kingdom,129.0,12377.0,2023-03-31,Women,25-34,2,4,UK,Rebel Dry Sweatshirt,Sweatshirts,Clothing,60,67.33,2831,3600.0,0.01042255797042902,15.503875968992247
16885,45,YouTube,0.13,5600.0,1.4375,United Kingdom,1366.0,14362.0,2021-04-20,Men,25-34,12,5,UK,Basketball Shorts,Shorts,Clothing,70,67.33,2831,13650.0,0.09511210137863807,4.099560761346998
16893,60,Instagram,0.02,400.0,0.7875,South Africa,373.0,3260.0,2022-10-18,Men,25-34,3,2,ZA,Rebel Fit Sweatshirt,Sweatshirts,Clothing,55,60.61,351,715.0,0.11441717791411044,1.0723860589812333
16904,15,Instagram,0.05,700.0,2.342857142857143,South Africa,248.0,4154.0,2023-10-18,Women,35-44,23,2,ZA,Rebel Club,Lifestyle Shoes,Shoes,130,60.61,351,2340.0,0.05970149253731343,2.8225806451612905
16910,15,Instagram,0.15,3000.0,1.6,Spain,790.0,12796.0,2023-04-28,All,All,48,2,SP,Rebel Casual,Watches,Accessories,200,47.42,1394,7800.0,0.061738043138480775,3.7974683544303796
16915,15,YouTube,0.06,3100.0,2.3967741935483873,Spain,281.0,6721.0,2021-05-05,Women,25-34,23,5,SP,Rebel Club,Lifestyle Shoes,Shoes,130,47.42,1394,10530.0,0.04180925457521202,11.03202846975089
16943,60,Facebook,0.01,1400.0,2.085714285714286,Germany,815.0,7265.0,2021-06-28,Women,25-34,26,6,DE,Rebel Run,Running Shoes,Shoes,120,83.2,3862,4320.0,0.11218169304886441,1.7177914110429449
16992,60,Instagram,0.09,900.0,2.433333333333333,France,499.0,5446.0,2023-07-20,Women,25-34,42,2,FR,Beanie,Headwear,Accessories,30,67.75,2716,3090.0,0.09162688211531399,1.8036072144288577
17004,15,Instagram,0.11,1000.0,3.62,United Kingdom,553.0,7538.0,2021-08-15,All,All,25,2,UK,Rebel Fly,Running Shoes,Shoes,140,67.33,2831,4620.0,0.07336163438577872,1.8083182640144666
17025,45,Website,0.03,1800.0,1.4,Germany,1116.0,7079.0,2023-08-07,Men,25-34,26,1,DE,Rebel Run,Running Shoes,Shoes,120,83.2,3862,4320.0,0.15764938550642746,1.6129032258064515
17030,60,Website,0.08,1700.0,2.2823529411764705,Germany,1037.0,4191.0,2023-08-23,All,All,30,1,DE,Rebel Boost,Basketball Shoes,Shoes,180,83.2,3862,5580.0,0.24743497971844428,1.639344262295082
17034,60,Facebook,0.13,1300.0,1.4846153846153847,United Kingdom,657.0,10230.0,2021-09-24,Men,18-24,22,6,UK,Rebel Max,Lifestyle Shoes,Shoes,170,67.33,2831,3230.0,0.06422287390029326,1.97869101978691
17038,60,Facebook,0.12,1700.0,2.864705882352941,Spain,806.0,11508.0,2021-09-03,Men,18-24,42,6,SP,Beanie,Headwear,Accessories,30,47.42,1394,6570.0,0.07003823427181091,2.109181141439206
17044,15,Instagram,0.21,3200.0,3.265625,Spain,887.0,7016.0,2022-09-29,All,All,37,2,SP,Duffel Bag,Bags,Accessories,210,47.42,1394,13650.0,0.12642531356898518,3.6076662908680945
17076,60,YouTube,0.08,800.0,3.225,Spain,439.0,6596.0,2022-10-24,Women,25-34,23,5,SP,Rebel Club,Lifestyle Shoes,Shoes,130,47.42,1394,3380.0,0.0665554881746513,1.8223234624145785
17083,30,Facebook,0.04,1000.0,1.185,Spain,605.0,7087.0,2022-10-11,All,All,24,6,SP,Rebel Vision,Lifestyle Shoes,Shoes,95,47.42,1394,2185.0,0.0853675744320587,1.6528925619834711
17111,45,Email,0.02,200.0,3.5,South Africa,101.0,1201.0,2022-05-01,All,All,43,4,ZA,Visor,Headwear,Accessories,20,60.61,351,900.0,0.08409658617818484,1.9801980198019802
17123,60,Website,0.01,2900.0,2.3517241379310345,United Kingdom,755.0,3407.0,2023-11-21,Men,25-34,42,1,UK,Beanie,Headwear,Accessories,30,67.33,2831,9720.0,0.22160258291752274,3.8410596026490067
17156,45,Facebook,0.01,1000.0,3.34,Germany,322.0,6360.0,2021-01-08,Men,25-34,36,6,DE,Rebel Response,Tennis Shoes,Shoes,140,83.2,3862,4340.0,0.050628930817610066,3.1055900621118013
17162,30,Website,0.05,1400.0,1.8,United Kingdom,343.0,10811.0,2021-01-12,Women,25-34,21,1,UK,Cargo pants,Pants,Clothing,80,67.33,2831,3920.0,0.031726944778466375,4.081632653061225
17175,30,Email,0.05,500.0,1.4,South Africa,117.0,2012.0,2022-07-11,Men,25-34,48,4,ZA,Rebel Casual,Watches,Accessories,200,60.61,351,1200.0,0.05815109343936382,4.273504273504273
17196,45,Email,0.08,1300.0,1.1692307692307693,Germany,451.0,13247.0,2021-02-11,Women,35-44,8,4,DE,Rebel Elements T-Shirt,T-Shirts,Clothing,30,83.2,3862,2820.0,0.034045444251528646,2.882483370288248
17205,45,YouTube,0.17,1800.0,2.75,France,1688.0,14199.0,2022-02-13,Women,35-44,38,5,FR,Crossbody Bag,Bags,Accessories,45,67.75,2716,6750.0,0.11888161138108318,1.066350710900474
17207,45,YouTube,0.12,4100.0,2.5853658536585367,United Kingdom,970.0,10389.0,2023-02-12,All,All,47,5,UK,Rebel Sport,Watches,Accessories,150,67.33,2831,14700.0,0.09336798536914044,4.22680412371134
17219,30,Facebook,0.08,1900.0,0.5052631578947369,United Kingdom,792.0,11057.0,2021-03-02,Men,25-34,11,6,UK,Versatile Shorts,Shorts,Clothing,65,67.33,2831,2860.0,0.07162883241385548,2.398989898989899
17226,15,Email,0.04,1700.0,0.8529411764705882,Spain,331.0,2790.0,2022-03-27,Women,35-44,9,4,SP,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,47.42,1394,3150.0,0.11863799283154122,5.13595166163142
17228,60,Instagram,0.09,3900.0,2.769230769230769,Germany,1171.0,10253.0,2022-03-02,Women,25-34,37,2,DE,Duffel Bag,Bags,Accessories,210,83.2,3862,14700.0,0.11421047498293183,3.330486763450043
17231,45,Google Ads,0.05,600.0,3.5,United Kingdom,466.0,5768.0,2022-03-11,Women,35-44,45,3,UK,Rebel Shine,Sunglasses,Accessories,75,67.33,2831,2700.0,0.08079056865464633,1.2875536480686696
17237,15,YouTube,0.01,6100.0,1.178688524590164,United Kingdom,537.0,9366.0,2023-03-11,Men,18-24,42,5,UK,Beanie,Headwear,Accessories,30,67.33,2831,13290.0,0.057335041639974375,11.359404096834265
17250,60,Facebook,0.06,400.0,0.1625,South Africa,536.0,3497.0,2021-10-19,All,All,4,6,ZA,Just Rebels Jacket,Jackets,Clothing,155,60.61,351,465.0,0.15327423505862167,0.746268656716418
17269,30,Google Ads,0.09,3500.0,2.342857142857143,Germany,1029.0,10443.0,2023-04-27,Men,25-34,27,3,DE,Rebel Razor,Running Shoes,Shoes,100,83.2,3862,11700.0,0.09853490376328641,3.401360544217687
17276,60,Instagram,0.06,1200.0,2.033333333333333,Spain,684.0,5204.0,2021-05-24,Men,18-24,36,2,SP,Rebel Response,Tennis Shoes,Shoes,140,47.42,1394,3640.0,0.13143735588009223,1.7543859649122806
17282,15,Email,0.17,1800.0,2.0833333333333335,United Kingdom,924.0,5687.0,2021-05-16,Women,35-44,47,4,UK,Rebel Sport,Watches,Accessories,150,67.33,2831,5550.0,0.16247582205029013,1.948051948051948
17301,45,Google Ads,0.08,1800.0,1.8888888888888888,Spain,305.0,4737.0,2023-05-12,Men,18-24,5,3,SP,Puffer Jacket,Jackets,Clothing,130,47.42,1394,5200.0,0.06438674266413341,5.901639344262295
17310,45,Google Ads,0.08,800.0,1.40625,Spain,439.0,2591.0,2021-06-06,Women,35-44,31,3,SP,Rebel Legend,Soccer Shoes,Shoes,175,47.42,1394,1925.0,0.16943265148591277,1.8223234624145785
17315,45,Email,0.06,1500.0,0.8,Spain,235.0,3348.0,2021-06-23,Women,35-44,9,4,SP,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,47.42,1394,2700.0,0.07019115890083633,6.382978723404255
17317,15,YouTube,0.1,2500.0,1.408,United Kingdom,771.0,9133.0,2022-06-05,Women,25-34,43,5,UK,Visor,Headwear,Accessories,20,67.33,2831,6020.0,0.08441913938464908,3.2425421530479897
17323,15,Website,0.05,1200.0,2.3,Spain,265.0,4225.0,2022-06-14,Men,18-24,3,1,SP,Rebel Fit Sweatshirt,Sweatshirts,Clothing,55,47.42,1394,3960.0,0.06272189349112427,4.528301886792453
17348,45,Facebook,0.03,6000.0,1.7041666666666666,United Kingdom,950.0,13397.0,2022-07-09,All,All,19,6,UK,Joggers,Pants,Clothing,55,67.33,2831,16225.0,0.07091139807419572,6.315789473684211
17349,15,Website,0.04,300.0,2.75,South Africa,71.0,1232.0,2022-01-05,Women,25-34,46,1,ZA,Rebel Glow,Sunglasses,Accessories,125,60.61,351,1125.0,0.05762987012987013,4.225352112676056
17352,30,YouTube,0.08,1500.0,2.5766666666666667,South Africa,674.0,6918.0,2022-01-08,All,All,33,5,ZA,Rebel Force,Soccer Shoes,Shoes,145,60.61,351,5365.0,0.09742700202370627,2.2255192878338277
17370,60,Instagram,0.08,3800.0,3.6578947368421053,Germany,1066.0,12178.0,2021-08-12,Men,18-24,45,2,DE,Rebel Shine,Sunglasses,Accessories,75,83.2,3862,17700.0,0.08753489899819346,3.5647279549718576
17379,15,Email,0.16,3800.0,2.7342105263157896,United Kingdom,1023.0,6172.0,2022-08-20,Men,25-34,29,4,UK,Rebel 23,Basketball Shoes,Shoes,165,67.33,2831,14190.0,0.16574854180168502,3.7145650048875853
17387,30,Instagram,0.16,3800.0,0.881578947368421,Spain,712.0,6524.0,2022-08-17,Men,18-24,19,2,SP,Joggers,Pants,Clothing,55,47.42,1394,7150.0,0.10913549969343961,5.337078651685394
17402,45,Facebook,0.2,2700.0,3.1314814814814813,France,1789.0,10858.0,2021-09-27,Men,25-34,28,6,FR,Rebel Cosmic,Basketball Shoes,Shoes,115,67.75,2716,11155.0,0.1647633081598821,1.5092230296254892
17407,30,Google Ads,0.04,1600.0,3.125,France,888.0,5749.0,2021-09-13,Men,18-24,45,3,FR,Rebel Shine,Sunglasses,Accessories,75,67.75,2716,6600.0,0.15446164550356584,1.8018018018018018
17423,60,YouTube,0.12,3700.0,2.3567567567567567,Germany,1282.0,16158.0,2023-09-22,All,All,43,5,DE,Visor,Headwear,Accessories,20,83.2,3862,12420.0,0.07934150266122045,2.8861154446177846
17431,30,Google Ads,0.02,1200.0,3.6666666666666665,United Kingdom,421.0,4305.0,2021-10-07,Men,25-34,41,3,UK,Bucket Hat,Headwear,Accessories,32,67.33,2831,5600.0,0.09779326364692219,2.8503562945368173
17437,30,Email,0.1,1600.0,1.0125,France,462.0,5067.0,2021-10-16,Women,25-34,36,4,FR,Rebel Response,Tennis Shoes,Shoes,140,67.75,2716,3220.0,0.09117821195973949,3.463203463203463
17440,15,YouTube,0.08,2400.0,1.25,France,1329.0,13389.0,2022-10-20,Women,25-34,40,5,FR,Golf Cap,Headwear,Accessories,25,67.75,2716,5400.0,0.09926058704907013,1.8058690744920993
17489,30,Facebook,0.07,1600.0,2.525,Germany,836.0,7181.0,2023-11-12,Women,35-44,32,6,DE,Rebel Fly,Soccer Shoes,Shoes,120,83.2,3862,5640.0,0.11641832613842083,1.9138755980861244
17512,60,Instagram,0.11,2800.0,1.1714285714285715,Spain,867.0,9398.0,2023-12-14,Men,18-24,41,2,SP,Bucket Hat,Headwear,Accessories,32,47.42,1394,6080.0,0.09225367099382847,3.229527104959631
17533,45,YouTube,0.26,600.0,1.4,South Africa,664.0,6722.0,2022-07-21,Women,25-34,30,5,ZA,Rebel Boost,Basketball Shoes,Shoes,180,60.61,351,1440.0,0.09878012496280869,0.9036144578313253
17534,15,Email,0.04,400.0,0.3,South Africa,179.0,2133.0,2022-07-22,Men,25-34,5,4,ZA,Puffer Jacket,Jackets,Clothing,130,60.61,351,520.0,0.08391936240037506,2.2346368715083798
17547,15,Google Ads,0.02,500.0,2.74,South Africa,254.0,2219.0,2023-07-15,All,All,22,3,ZA,Rebel Max,Lifestyle Shoes,Shoes,170,60.61,351,1870.0,0.11446597566471384,1.968503937007874
17551,15,Google Ads,0.04,4800.0,1.8802083333333333,Germany,641.0,8417.0,2023-01-30,Women,25-34,31,3,DE,Rebel Legend,Soccer Shoes,Shoes,175,83.2,3862,13825.0,0.07615539978614708,7.488299531981279
17553,60,YouTube,0.12,3500.0,0.9142857142857143,France,1226.0,10187.0,2021-02-22,Men,25-34,17,5,FR,Undershirt,Underwear,Clothing,20,67.75,2716,6700.0,0.1203494650044174,2.8548123980424145
17557,45,YouTube,0.05,2200.0,1.8227272727272728,Spain,869.0,8185.0,2021-02-07,Men,18-24,38,5,SP,Crossbody Bag,Bags,Accessories,45,47.42,1394,6210.0,0.10616982284667074,2.5316455696202533
17564,15,Email,0.07,6300.0,0.8698412698412699,United Kingdom,1000.0,7099.0,2022-02-23,Men,25-34,6,4,UK,Rebel Runs Jacket,Jackets,Clothing,95,67.33,2831,11780.0,0.1408649105507818,6.3
17595,45,Instagram,0.14,1300.0,3.269230769230769,Spain,478.0,8495.0,2022-03-01,All,All,40,2,SP,Golf Cap,Headwear,Accessories,25,47.42,1394,5550.0,0.056268393172454384,2.719665271966527
17598,45,Facebook,0.11,1300.0,2.4461538461538463,United Kingdom,814.0,6238.0,2022-03-14,Men,25-34,25,6,UK,Rebel Fly,Running Shoes,Shoes,140,67.33,2831,4480.0,0.13049054184033343,1.597051597051597
17599,30,YouTube,0.12,5500.0,1.0072727272727273,United Kingdom,824.0,7074.0,2022-03-14,Men,18-24,14,5,UK,Training Crew Socks,Socks,Clothing,12,67.33,2831,11040.0,0.11648289510884931,6.674757281553398
17611,15,Email,0.08,4100.0,1.8097560975609757,Germany,775.0,12578.0,2021-04-03,Women,25-34,26,4,DE,Rebel Run,Running Shoes,Shoes,120,83.2,3862,11520.0,0.061615519160438864,5.290322580645161
17634,45,Email,0.01,1000.0,2.06,Spain,194.0,1493.0,2023-04-18,Men,18-24,30,4,SP,Rebel Boost,Basketball Shoes,Shoes,180,47.42,1394,3060.0,0.12993971868720697,5.154639175257732
17654,60,YouTube,0.28,600.0,1.0,South Africa,608.0,5547.0,2022-11-01,All,All,1,5,ZA,Club Rebel Fleece Sweatshirt,Sweatshirts,Clothing,75,60.61,351,1200.0,0.10960879754822427,0.9868421052631579
17660,15,Google Ads,0.05,900.0,3.8,South Africa,220.0,2866.0,2022-11-11,Men,18-24,26,3,ZA,Rebel Run,Running Shoes,Shoes,120,60.61,351,4320.0,0.07676203768318214,4.090909090909091
17669,30,Email,0.05,3600.0,1.3,Germany,493.0,12653.0,2023-05-03,Women,35-44,30,4,DE,Rebel Boost,Basketball Shoes,Shoes,180,83.2,3862,8280.0,0.0389630917568956,7.302231237322515
17683,60,Email,0.14,1700.0,2.0,United Kingdom,754.0,8155.0,2022-06-27,Men,25-34,9,4,UK,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,67.33,2831,5100.0,0.09245861434702636,2.2546419098143238
17684,15,Google Ads,0.13,3400.0,2.0,France,391.0,5951.0,2022-06-27,Men,18-24,45,3,FR,Rebel Shine,Sunglasses,Accessories,75,67.75,2716,10200.0,0.06570324315241136,8.695652173913043
17724,30,YouTube,0.06,4900.0,2.173469387755102,Spain,299.0,3484.0,2023-07-20,Women,35-44,9,5,SP,Rebel Foverever T-Shirt,T-Shirts,Clothing,50,47.42,1394,15550.0,0.08582089552238806,16.387959866220736
17738,60,Email,0.0,300.0,2.09,South Africa,156.0,1742.0,2021-02-16,All,All,44,4,ZA,Headband,Headwear,Accessories,9,60.61,351,927.0,0.08955223880597014,1.9230769230769231
17745,60,YouTube,0.08,1000.0,2.99,South Africa,552.0,10266.0,2022-02-14,Women,25-34,24,5,ZA,Rebel Vision,Lifestyle Shoes,Shoes,95,60.61,351,3990.0,0.05376972530683811,1.8115942028985508
17763,45,Email,0.01,500.0,1.3,Spain,53.0,3704.0,2023-08-24,Women,25-34,28,4,SP,Rebel Cosmic,Basketball Shoes,Shoes,115,47.42,1394,1150.0,0.014308855291576673,9.433962264150944
17766,30,Google Ads,0.05,1300.0,1.0269230769230768,France,690.0,3939.0,2021-09-02,Men,18-24,4,3,FR,Just Rebels Jacket,Jackets,Clothing,155,67.75,2716,2635.0,0.17517136329017516,1.8840579710144927
17781,45,Website,0.05,4900.0,2.2653061224489797,Germany,163.0,9709.0,2022-09-30,Women,25-34,48,1,DE,Rebel Casual,Watches,Accessories,200,83.2,3862,16000.0,0.01678854670923885,30.061349693251532
17798,15,Website,0.05,1900.0,1.431578947368421,France,262.0,3825.0,2021-10-30,Women,25-34,12,1,FR,Basketball Shorts,Shorts,Clothing,70,67.75,2716,4620.0,0.06849673202614379,7.251908396946565
17810,60,Instagram,0.1,1500.0,0.6133333333333333,Germany,1643.0,11987.0,2022-10-02,Women,35-44,3,2,DE,Rebel Fit Sweatshirt,Sweatshirts,Clothing,55,83.2,3862,2420.0,0.13706515391674315,0.9129640900791236
17824,60,Email,0.06,300.0,1.1333333333333333,Germany,652.0,5350.0,2023-10-22,Women,25-34,21,4,DE,Cargo pants,Pants,Clothing,80,83.2,3862,640.0,0.12186915887850468,0.4601226993865031
17827,45,Facebook,0.03,1100.0,2.0681818181818183,South Africa,379.0,7955.0,2021-05-17,Men,18-24,45,6,ZA,Rebel Shine,Sunglasses,Accessories,75,60.61,351,3375.0,0.04764299182903834,2.9023746701846966
17838,15,Instagram,0.07,900.0,2.0,France,612.0,3742.0,2022-11-05,Women,35-44,27,2,FR,Rebel Razor,Running Shoes,Shoes,100,67.75,2716,2700.0,0.1635489043292357,1.4705882352941178
17871,30,Email,0.16,2900.0,1.2344827586206897,United Kingdom,379.0,11581.0,2022-12-12,All,All,30,4,UK,Rebel Boost,Basketball Shoes,Shoes,180,67.33,2831,6480.0,0.032726016751575854,7.651715039577836
17876,60,Website,0.04,2000.0,1.175,United Kingdom,515.0,9193.0,2023-12-09,Men,25-34,45,1,UK,Rebel Shine,Sunglasses,Accessories,75,67.33,2831,4350.0,0.05602088545632546,3.883495145631068
17898,45,Email,0.06,700.0,2.4285714285714284,South Africa,186.0,1856.0,2022-07-29,Men,18-24,48,4,ZA,Rebel Casual,Watches,Accessories,200,60.61,351,2400.0,0.10021551724137931,3.763440860215054
17910,60,Instagram,0.08,2300.0,0.46956521739130436,Spain,761.0,9941.0,2023-01-04,All,All,17,2,SP,Undershirt,Underwear,Clothing,20,47.42,1394,3380.0,0.0765516547631023,3.0223390275952693
17911,30,Google Ads,0.06,300.0,0.65,South Africa,214.0,3186.0,2023-07-03,Women,35-44,19,3,ZA,Joggers,Pants,Clothing,55,60.61,351,495.0,0.06716886377903326,1.4018691588785046
17935,15,Email,0.04,1700.0,3.2,Spain,170.0,3582.0,2022-02-06,All,All,37,4,SP,Duffel Bag,Bags,Accessories,210,47.42,1394,7140.0,0.047459519821328865,10.0
17960,60,Website,0.06,1100.0,1.4545454545454546,United Kingdom,323.0,7414.0,2022-03-25,Men,18-24,20,1,UK,Track pants,Pants,Clothing,100,67.33,2831,2700.0,0.04356622605880766,3.4055727554179565
17972,30,Email,0.06,800.0,3.04,South Africa,186.0,1664.0,2023-09-27,Women,25-34,41,4,ZA,Bucket Hat,Headwear,Accessories,32,60.61,351,3232.0,0.11177884615384616,4.301075268817204
17978,30,Website,0.07,1100.0,1.3072727272727274,Spain,173.0,1778.0,2021-04-28,Women,35-44,44,1,SP,Headband,Headwear,Accessories,9,47.42,1394,2538.0,0.09730033745781777,6.358381502890174
18018,30,Facebook,0.16,4500.0,2.3,France,1270.0,12023.0,2022-05-10,Women,35-44,47,6,FR,Rebel Sport,Watches,Accessories,150,67.75,2716,14850.0,0.1056308741578641,3.543307086614173
18023,30,Facebook,0.14,2000.0,3.18,France,854.0,7342.0,2022-05-01,All,All,39,6,FR,Backpack,Bags,Accessories,95,67.75,2716,8360.0,0.11631707981476437,2.34192037470726
18041,60,Google Ads,0.08,400.0,3.75,South Africa,267.0,3664.0,2021-12-23,Men,18-24,24,3,ZA,Rebel Vision,Lifestyle Shoes,Shoes,95,60.61,351,1900.0,0.0728711790393013,1.4981273408239701
18047,30,YouTube,0.04,2100.0,2.280952380952381,South Africa,560.0,9192.0,2022-12-04,Women,25-34,23,5,ZA,Rebel Club,Lifestyle Shoes,Shoes,130,60.61,351,6890.0,0.060922541340295906,3.75
18055,60,Google Ads,0.08,1200.0,1.9166666666666667,United Kingdom,532.0,4461.0,2022-06-18,Men,18-24,46,3,UK,Rebel Glow,Sunglasses,Accessories,125,67.33,2831,3500.0,0.1192557722483748,2.255639097744361
18104,30,YouTube,0.24,1100.0,1.6,South Africa,896.0,8866.0,2021-02-04,Women,35-44,5,5,ZA,Puffer Jacket,Jackets,Clothing,130,60.61,351,2860.0,0.10106023009248816,1.2276785714285714
18109,15,Facebook,0.14,5000.0,1.25,United Kingdom,560.0,9739.0,2022-08-21,Women,35-44,47,6,UK,Rebel Sport,Watches,Accessories,150,67.33,2831,11250.0,0.05750077009959955,8.928571428571429
18112,30,Google Ads,0.03,500.0,1.59,Germany,796.0,8768.0,2022-08-18,Women,25-34,7,3,DE,Fit T-Shirt,T-Shirts,Clothing,35,83.2,3862,1295.0,0.09078467153284671,0.628140703517588
18117,45,Email,0.05,300.0,2.85,South Africa,197.0,1746.0,2022-02-09,All,All,29,4,ZA,Rebel 23,Basketball Shoes,Shoes,165,60.61,351,1155.0,0.11282932416953036,1.5228426395939085
18137,30,Email,0.06,700.0,3.557142857142857,Spain,321.0,2331.0,2021-09-27,Women,25-34,35,4,SP,Rebel Pro,Tennis Shoes,Shoes,110,47.42,1394,3190.0,0.1377091377091377,2.1806853582554515
18141,60,Instagram,0.13,400.0,1.1125,Germany,849.0,6200.0,2022-09-07,Men,18-24,11,2,DE,Versatile Shorts,Shorts,Clothing,65,83.2,3862,845.0,0.13693548387096774,0.4711425206124853
